      colloX       colloY       colloZ
  -22053.674    41635.086   -33634.604
  -30385.046    15901.412    49673.329
  -34454.515    44524.691    17213.033
   -4146.032   -54746.045   -25265.389
  -43107.923    27209.773    29958.673
    9893.489    53937.098   -18035.575
  -33057.851    13230.311   -48659.029
   -1934.799    -4920.607   -59631.303
   20351.399   -34371.833    44699.097
  -27829.711   -48131.816    16701.794
  -16164.231     1666.463   -55345.014
   15126.216    26236.161   -51808.394
  -36433.479    19057.405   -44198.376
   45276.253    -5486.447   -36567.138
   56462.999   -11238.373   -13431.864
   25899.436    46443.219    24691.936
  -10395.925    56350.485    -5271.374
    8021.715    44765.622    39173.663
  -38814.467   -35114.953   -25176.072
   43623.516   -29824.118   -25888.979
   55375.499     9571.400   -15191.918
   50521.484    24962.841    11690.915
  -46203.966    36134.641     8634.444
   30010.213   -46131.104    15641.408
  -44255.715   -15758.893    34088.165
  -26064.899   -25803.396    48422.124
  -16418.121   -56771.117    -9552.411
  -34743.204   -27846.707   -36401.894
  -56979.006     4221.222     5914.894
  -10225.448   -20247.925    55578.958
  -33759.087    16727.869    43051.623
   40880.870    39932.618    -9682.619
   -4897.664    12431.800   -56615.990
   22372.687    19850.043   -51677.564
    7399.282    56383.272   -19369.858
   20916.157   -10655.288   -54729.888
  -28467.590    51125.919    -6449.868
  -24240.179    44139.535   -32477.394
  -18854.280    53345.610    17759.682
    2563.882   -46032.679    38159.810
   38376.867   -19207.044    41061.070
  -12440.017   -56511.208     6361.701
   54518.417     8734.320    16519.902
   23666.998   -52687.986   -11561.429
   41321.854   -15484.306   -39152.436
    3781.816    44026.979   -37576.706
  -25132.668   -46998.578   -25921.766
  -36196.346   -45121.681     5705.640
    4701.687   -22606.104   -52529.772
   50578.157   -15837.226   -24041.778
  -22813.836    53327.420    15083.696
  -45929.672    10039.955    34820.447
  -23098.303   -26369.050    45966.856
  -26701.170     5712.489    52265.172
  -21390.201   -49383.816   -25313.197
  -16057.790    26745.181    49374.798
    1453.153    32863.087   -51083.853
   -4091.071    -1299.071    60199.065
   25906.641    50243.674   -21761.340
    7821.439   -23798.355    55173.809
   30113.608    16930.760    45684.642
   11394.642   -49153.437   -30281.229
   58685.863     1471.621   -11006.351
  -21950.772    17296.176    53487.310
   16428.206   -32698.769    44546.672
   -9724.490   -55172.556    16432.283
   37148.981   -36593.970   -25876.354
   33798.902   -14739.442   -44784.588
  -46760.496    29023.666   -21755.103
  -42073.917   -31884.149   -26061.813
  -46504.086    33698.926     9051.578
   43649.833   -28168.468    31081.226
   38677.842   -16289.881    43794.212
  -39297.217   -42207.089     5848.051
   20002.895    52602.418    13058.424
   29840.446   -33694.337   -37874.729
  -33021.854    47538.468     5077.632
   17662.245     3801.773   -55266.085
  -39481.832   -26391.398    37861.009
   40248.490    18735.752   -39150.092
  -11119.341    40867.589    42815.314
   49313.116    -2583.054    31101.144
  -32747.867    37138.801    30271.271
   36645.424   -29591.394    36828.999
   -1667.132    56208.268   -12865.054
  -35592.289     1743.157   -47397.649
  -43094.376    35395.449   -21151.380
   29641.600    49212.331    19145.542
   -1829.895   -31119.355   -51290.806
  -31920.966    42015.236   -23386.837
  -18563.899    29191.127    48908.012
   18410.717   -55094.331    -8092.223
  -55613.285    17664.255     4000.981
   29266.849   -27447.125   -45158.449
  -27155.684    52147.649    -1993.645
   51165.397     -752.046    26855.973
  -27894.353    23499.175   -45641.668
   25541.076     7598.188   -50810.110
  -55520.397     9783.563   -11456.596
  -43719.150   -29858.674    23140.287
  -22878.196   -17706.235    51938.701
   13567.985    -6356.095    57944.901
   21291.301    54817.322    11799.270
    9855.641    28553.011    50745.622
  -23420.307    35265.902   -38575.739
   47618.847    32099.242   -14930.185
   16852.388    50592.618   -23816.499
    3155.242    12004.114    58699.579
   16753.126    19211.520   -54753.314
   27733.364   -41216.087    31299.659
  -56649.073    -1072.787   -21947.663
   33539.296   -45835.667    19845.042
  -21732.196    18050.458   -52298.943
  -18116.128   -20080.378   -53569.970
    7622.342    58791.340    13068.926
   -8002.938    25475.102    51301.205
  -15254.463    -7668.701    56206.481
   37154.815   -22334.314    39547.599
   33849.308   -44442.277   -23584.406
  -12190.618    52385.349    20552.271
   17770.482    46539.031   -33608.955
  -19286.324    -8057.050   -54998.388
    5927.338    54318.313   -23373.161
   32308.981    43630.954   -25561.116
  -30628.534    29889.712    42762.504
    7403.862      622.858    60052.147
   36012.271    46049.647    16462.285
    7296.797   -58718.535   -12535.445
   45363.922    -2525.543   -37222.338
  -25734.583   -42086.163    34107.217
  -27863.660   -46546.396    22401.307
  -38823.618   -40771.035   -19458.422
   26099.701    45571.506    24362.935
   19444.193   -45563.889    29805.107
   -2011.200    59289.874   -12431.692
   46243.791    39324.711    -1164.114
    4284.456   -49319.363    34879.706
   41932.551   -13029.160   -38307.184
    6462.442    50627.343    32497.277
   28584.187   -44724.509   -25967.621
    7637.921    59782.581     -155.673
   45021.698   -16761.938   -32798.597
  -45139.834     3799.461   -40197.371
  -45614.411    37482.569    -1237.571
  -47739.514    15662.299   -30766.626
  -25286.437    28655.293   -43836.347
  -34324.691     5187.397    48228.785
  -12023.928   -48554.501   -34224.346
  -13721.877    32246.582    47163.693
   29120.789     2888.242   -52737.033
    7463.789    40842.857   -42899.248
   23588.166   -25735.005    47439.244
   57006.737     3173.335   -13131.193
   37582.747   -44916.663    -1901.714
  -34041.952    43160.668   -17830.017
  -55718.757    15800.552    -8730.335
   24139.144    37927.151    36753.690
  -51229.441    -7067.223    30602.826
    4589.759    30968.096   -49213.780
    1516.023    55606.804    20254.514
   56885.897    -7491.854    -9988.459
   -6530.129    53703.605   -26120.230
  -18679.176   -51756.105   -17871.666
   21119.914   -26254.227   -46307.020
    8157.801    -3967.507    57848.771
    5599.109   -55956.966   -12701.126
  -18775.660   -48653.411    23705.046
  -56388.753    13264.009     9504.760
   25368.666    19253.084    51133.942
  -52341.311    24261.175     3982.085
  -40461.712    37966.029   -15458.769
   48100.392   -31599.107    -3735.963
  -11163.649     6989.828    56217.584
  -31724.229    32785.608    37516.124
   32528.095    43290.795   -23364.910
  -17407.687    53638.727   -18064.365
   27570.831   -20994.776    47474.552
   -9200.825   -48396.907   -31898.227
   46533.672   -37300.759    -6993.607
   26136.185    41070.141   -32583.423
   -7789.889     -269.980   -58744.341
  -45831.182   -10785.150    34659.453
  -43745.385   -29219.683    26316.944
  -15522.217   -35923.294    43634.630
  -24127.740    25507.895    45816.064
  -23854.266    44251.940   -28447.729
   48599.852    25022.701    17073.696
  -11771.586     7118.283   -57230.636
   24915.767    25467.842   -47141.854
  -53536.219   -18166.743   -17388.004
   31282.198     -523.813    48057.509
  -17152.986   -32171.744   -47771.490
   19139.450    21744.190   -52007.199
   30061.828    -4567.041    50926.254
  -10334.722   -25460.982    53078.883
  -15241.272    19309.283    53200.538
   54471.458     7341.089    18399.803
   24461.528    53025.558   -11059.000
  -28573.765    34177.591    40378.967
   37591.903    29996.354   -34576.598
  -18175.716    -8904.472    56176.972
   32048.232   -49597.463     9304.493
   40749.025   -34142.953   -26672.294
  -57740.216    12176.516     3990.753
   28912.458    43101.119    25096.304
   38107.626     9874.687    41572.380
    1640.880    32949.080   -49212.509
   52170.501   -14643.340   -22415.764
   19426.020    39200.469    41751.123
  -47543.993   -10138.340    30912.983
  -55271.559   -19961.371     6896.920
  -21593.898    48193.096   -24149.942
   11044.252    -4342.458    56591.967
    5229.218   -52998.295   -28726.019
    9080.840    42477.968    37881.080
  -51832.554   -26833.772   -14165.074
    6478.169    17229.072   -55432.250
  -53998.519   -14973.311   -13217.450
  -33485.450     6892.745    47429.954
  -39996.336   -12762.203    43259.937
   15105.657    -1785.954   -56468.458
    -929.197   -28538.254    53366.809
  -41830.153   -39952.687    15498.313
    -493.615   -23775.719    54535.987
  -22612.844     9643.350    55213.640
  -15332.009    -4479.256   -56161.327
   22727.214    42018.942    33975.472
    2128.771    58098.389   -13498.589
   20293.896   -38502.688   -38437.006
   33883.127   -33437.988   -33697.529
    9873.320   -57675.841    11946.579
   27717.703   -49089.877   -17692.457
   52870.236    -8678.615    28522.482
   47291.167    13954.653   -31481.240
   16166.874     5261.842    56924.582
   44111.883   -40819.956     5367.819
     704.886    47568.525   -35062.602
   -2809.124    56255.521    12236.261
   51897.958   -30082.454    -3535.676
  -24645.250   -11468.420    52110.982
    -200.064   -34042.093   -47853.684
   40632.057    -2701.711    40897.487
   10505.616   -44875.396    35186.406
   34533.751   -17582.898    43886.530
   58428.063    10249.923    -3787.311
   12163.100   -12622.979    57038.360
  -56341.385     -157.506   -15496.565
   30275.446   -18779.797    47954.199
  -42905.529    -4495.601   -38715.881
   25668.506    22476.327   -48611.305
   45746.237   -37015.223     2358.538
    8144.789    52972.110    23228.817
   38956.529    26798.105   -36701.718
   35130.105   -47475.807    -7910.993
   33373.311   -23937.470   -42615.809
    5741.100    13850.124    57885.098
   28399.403    41414.760   -33808.082
   16462.470   -55191.707    -7912.438
  -27136.601    36458.669   -35823.635
  -20967.781    -2001.626   -54211.979
   36457.861   -44731.812     1380.226
   -2693.195   -26259.688   -51398.774
   37624.394   -41943.883    20766.247
  -27000.720    42129.533    29331.445
    1662.238   -56451.143   -10440.484
   22797.074   -30650.686    43523.445
  -45105.154    12815.766    38185.760
   10391.428    22210.056    52855.833
   -6152.107   -54970.654    20672.993
  -34354.120    50021.869     1686.471
    -908.559   -34103.536    48205.528
  -50786.088   -23625.834    19232.702
  -57196.460    -9314.935    -2175.670
  -45629.599    32677.086   -16569.905
  -50640.452    28155.803   -11135.746
  -57502.004      249.441   -12397.634
  -49943.481    25394.541   -22845.304
   27951.308   -52710.620    -3116.847
  -40996.755    40431.824    15353.809
   36054.590    30077.199   -33676.897
   20149.150   -47144.454   -26468.089
    -119.241   -48411.389   -32686.690
    4794.789   -50757.585    26032.950
  -15838.106   -47319.875    31745.428
  -48420.261    21579.512    24795.006
   -1824.789   -50298.484   -33711.417
   53207.975      -10.991   -27404.053
   46647.818    -3261.679   -33636.951
  -25966.975   -46695.219   -23461.053
  -49968.376     3340.492   -31911.378
    7131.509   -30124.029   -50123.338
   10753.522    52814.209    20993.273
   -5246.133   -34905.491   -45955.525
  -54924.425    12673.486   -12927.617
   56425.183   -13928.737    17612.661
  -58789.433    -5219.951     -197.390
  -17048.749   -57847.886     7463.641
  -47836.116    30463.257    12219.770
  -12495.926     4244.807    59300.002
   14745.212    50824.968   -28502.723
    9172.763    41270.050    39412.605
  -26929.736   -30141.091   -44387.722
   25886.328   -40706.234    33161.627
   33701.846   -27661.137    39742.923
   28906.231    23197.903    44443.318
  -20290.803   -52674.774   -19102.390
   54290.966   -12679.146   -22091.440
   15557.431   -51466.622    20925.073
   52433.481   -20574.287    10563.587
   32398.664    14423.808    47420.739
   41967.922    29617.724    30379.713
    1061.056    27857.263    52992.366
  -38205.652    12451.396    44080.013
  -15195.282    14787.255   -55030.224
  -22964.395   -29646.360   -45250.075
  -16151.125   -56670.237   -13677.995
   18871.874    33808.521   -43677.726
  -39951.385    38605.854   -20221.928
  -34705.002    17273.563    44759.726
  -16489.601    26355.043    49483.792
  -12078.243   -32880.960   -49506.640
   13467.243    36935.611    43953.182
  -38961.920    39257.394    24131.074
   41521.701   -37763.293   -18032.127
    4559.597   -35996.518    47464.399
   40554.267    -1549.944    42201.270
  -16719.736    52486.571   -24682.393
   -6951.192    59436.969    -1229.459
  -45765.378    38658.305     6834.191
  -33891.289   -46310.636    -8960.613
   29222.563    27725.105    45176.840
   -4582.099   -56362.724     9128.638
   14362.194   -45582.630    36266.582
  -41798.022   -39628.013     4147.036
   53330.784     1235.165   -21340.842
   46377.285   -21887.003   -31629.248
   58461.776    -6846.476    -5651.559
  -11652.176    53256.910   -22687.873
   -3608.084     2603.145    57527.835
   33755.928    43129.578   -17288.570
   57072.416    -7819.118     6198.293
  -41242.612   -33664.997   -24066.661
  -46842.236   -36256.185     -241.314
  -39611.942    43288.104   -13337.521
  -58051.725   -17055.904     3053.618
    6386.944    51886.668    27662.838
  -49111.901     -777.726   -35125.144
  -31445.283   -44753.976    24816.429
  -25744.683     8711.374    50904.955
   27465.868   -29679.997    42489.653
   19718.543    41298.093    35338.188
   -3336.847    47598.277   -34771.330
   26627.017    47465.738    17876.571
  -33179.076    25659.536    42891.321
    9905.684    22345.329   -54218.939
   22802.598    51585.184    17628.552
    7087.082   -20458.315    53450.646
  -34774.285    -5499.544   -46308.192
   16264.516    20857.796   -54577.089
  -16524.392   -36682.060    43215.380
  -29475.041    -7347.902   -50548.962
  -36575.270   -43054.089   -14050.553
   53614.990   -13550.747    18585.239
  -54412.883    14667.277   -22027.378
  -26502.587    51517.215   -16024.630
  -52240.728    29540.322     4258.425
  -15715.360    51871.601   -26901.006
  -59788.315    -3987.039     -309.153
  -35541.853    31430.420   -36298.682
  -30085.533    21828.743   -43523.181
  -39735.132    -6146.020    42543.114
   -6556.466     3405.554   -60094.707
  -17437.193    48741.010   -28353.773
   44964.385    -1527.745    37455.022
  -13881.384   -17644.057   -54856.853
  -24621.723   -50062.432    13792.087
  -46856.221   -19212.167    29698.008
  -13309.215   -30224.107    49956.871
  -43482.066    40067.295    -2494.680
     833.070   -57327.306    -6637.697
   22345.498    -2413.952   -53347.836
   48837.628    15659.988    32229.978
  -38886.175    11449.759   -44179.103
  -53929.610    -7060.798   -25279.847
   40406.272   -42259.702     8988.619
   57504.965   -15265.680    -4460.548
    5884.380   -50190.935   -29836.048
  -34400.576    23893.621   -42577.153
   56407.114   -18520.851     4800.822
  -29345.834    23552.593   -43327.709
  -30801.319    -4160.075   -51340.943
   46202.183   -29140.201    20180.211
  -39341.699   -20886.050    36500.559
  -48680.455   -34496.563    -9110.815
   27184.570   -51642.582    10365.602
   27262.447   -41581.624   -32546.874
   37510.743   -43456.706     4823.419
   24306.600    20272.875   -48650.789
   46117.733     9805.095   -38296.932
   43241.380    38187.735   -17368.651
  -22737.224     1927.878    55974.815
   31838.584    40226.036   -30303.838
   19517.890   -20503.150   -52888.186
  -20038.366   -11499.919    55865.714
  -38974.376    26625.249   -33535.066
   41509.523    20680.776    37684.404
  -22655.092     8865.076   -52603.264
    6065.405   -58912.487    -7769.701
  -56695.744   -10942.402    15584.649
  -48042.751   -27235.915    20137.071
   32787.019   -36822.776   -34695.768
   -5334.553    16730.641   -57325.342
   34576.774    45992.041    -6341.235
   31544.812   -17389.232    46383.486
   27211.800   -10901.486    49427.133
  -51101.697    15408.718    22208.405
  -37840.192     5916.752    45249.278
  -48850.413      373.000   -31933.303
   51216.156    11066.279    29523.197
   45774.417   -33636.924    18843.514
   27672.115    49977.163     3273.893
  -43653.236    34899.379   -21666.760
   31352.692   -15711.873   -45898.311
  -30663.484   -17789.912    47513.508
  -54159.353   -26239.863     8054.840
   20671.736   -48384.932    22510.185
  -24561.686    -7835.717    52769.622
   14920.332    56348.252    -7726.349
   35806.451   -39804.195   -20834.075
   13191.309   -57391.964    -2506.870
   27965.993     -724.816   -50240.995
  -41546.007   -34880.939   -25166.185
   52367.549   -22735.345    12212.280
