      colloX       colloY       colloZ
   26265.896    61745.589   -24671.665
   -9915.288    10591.780    70004.338
   31509.307     6543.982    63839.219
  -42381.697    57432.965     4043.803
  -67985.181    21909.522     3015.647
  -67230.120     -848.336    24300.151
   47219.176    40584.540    35133.327
    4590.397   -66294.240   -26364.902
  -67524.076     3659.336    23199.450
   56446.123     3568.969   -43728.752
   19611.010   -40823.246    55317.059
  -32544.994   -21165.348   -60032.970
   10272.351    -8118.180    70282.857
   31432.337    59439.738    24290.569
   63702.184    28707.151   -15133.980
  -23474.727    23144.851   -63437.837
  -54289.991   -27862.822   -37247.363
   24966.746   -65285.586   -15018.652
   -7344.207    69236.289    16232.834
   65955.791   -16671.146   -21977.547
   30858.824    60208.720   -23103.012
  -44936.531   -24963.537    49685.370
   67913.847    -3200.120   -22103.726
  -56079.830     9672.002   -43273.677
  -45711.650    -6572.198   -54574.328
  -68786.943    -5111.731    18797.147
   -1085.112    61345.547    36696.764
  -18431.634    27155.252   -63513.567
  -39981.052   -44696.047   -38921.523
   70575.458     3761.116   -10773.339
   23139.449    66104.200   -14349.451
   14367.093   -40696.752    56995.325
  -12006.541   -48331.147    51293.755
  -19817.587    46766.448    50311.714
   27550.564   -38913.552   -53271.080
  -60266.320   -20130.229   -32769.661
     -75.560    -1135.318   -71482.945
   53275.262   -23431.023    41519.149
   53259.067   -37826.631   -29046.925
    -351.211    35923.360    61810.152
   40176.311    43428.042   -40136.956
  -61424.012   -30736.348    19836.171
   -8503.851   -35680.293    61365.359
   60080.378   -22223.196    31742.461
   68178.404   -21115.985    -4114.187
   12605.848   -48082.385   -51383.683
  -25359.673   -56761.341   -35300.753
   43704.242   -24107.480   -51184.711
  -48776.547   -51647.670    -8029.493
   -3538.849    67085.671   -24455.987
  -32077.729   -36530.872    52417.752
  -59951.754    33502.793   -19860.918
  -18474.696   -53141.275   -44111.184
   31947.583   -19091.609   -61040.712
   55231.682    14679.427   -42954.416
    8394.250   -51771.816    48583.142
  -44004.934     -771.919    56338.938
   26365.879    57312.742   -33633.259
   10694.773    14265.378   -69233.134
  -17684.245   -68124.233    12548.404
  -14779.668    69299.333     9501.052
    3281.659   -68119.029   -21450.749
   62873.673    30312.596   -15464.600
   -6260.311    65020.714    29055.486
   24941.372    67000.163     -110.343
  -40719.481   -57929.584     9858.663
  -57255.431     3282.720   -42686.596
   64167.171   -27602.706   -15224.022
   10555.436   -33001.760    62534.572
   16777.115    52841.653   -45137.503
   15661.153    25789.015   -64813.278
  -51644.828   -34268.808    35630.977
    5469.907   -68740.185    18867.252
  -14159.976   -58032.640   -39278.669
  -55886.386     4763.585   -44329.744
   -6038.004     4945.165   -71064.716
   48490.775    25141.004    46126.789
   -7011.128   -70569.479    -9049.791
   50610.550    48980.135    12272.921
  -20816.444   -21495.901    64928.484
   16856.594   -41894.288    55424.092
   28537.252    32714.149   -56802.428
  -44256.502    39961.685    39440.231
  -45145.404   -54672.565     9160.197
  -39964.106    47994.542   -34792.243
   66360.436    22346.872    14422.756
  -51346.654   -38627.905    31345.050
  -30374.316   -31456.749   -56559.525
  -44097.534    24897.493    50464.130
  -12395.326    24878.927    65867.298
  -34332.319    24096.394   -57894.402
   41598.864   -26569.583   -51717.481
   31136.963   -42610.749    48227.789
     461.879   -69713.766    15839.306
   60804.536    29099.661    23814.369
   40762.198   -40714.009   -42331.061
   34961.315   -61236.221    11787.187
   66584.914    -9377.682    24281.975
   -7305.858    69050.831    17020.964
   -7421.278   -47301.117   -53090.819
  -32429.583    58571.846    25075.228
   -9599.168    68267.791   -18933.324
  -51981.967   -40486.217   -27746.124
  -63659.612    20062.823   -25613.335
  -46143.385    53504.222    10917.524
  -60365.828    38107.854    -3855.435
  -66858.486   -13678.165    21306.261
  -41576.306    26553.509    51743.869
  -28358.729   -55261.022    35399.265
   64049.739   -22830.558   -22079.462
    2264.551    60599.991   -37863.161
    4433.457   -40828.476   -58519.108
   -8852.568   -42861.160   -56530.161
  -48839.495    17072.499    49339.027
   -1099.932   -71480.829      622.303
  -34409.280    35535.251    51617.375
  -48845.380     4911.665   -51972.209
   37265.968    29646.158   -53324.094
   20452.142   -68178.121     6675.312
  -54096.501    26046.597   -38810.430
  -14349.444    31453.966   -62576.733
   17778.444    68811.063     7750.524
   41648.573    21266.229   -54076.334
  -49825.625   -51247.144     1497.802
   55959.519   -39603.905   -20277.303
  -61360.946    -9117.349    35536.098
   26983.457   -10698.722    65334.038
   34195.523    46361.986   -42336.020
   71391.488    -2901.139    -2438.219
  -39704.032    57156.716    16364.770
   11691.620   -20323.702    67537.836
   25842.190    19295.584    63804.136
   57500.509    41619.348     8522.170
   48842.230   -24904.662   -45883.553
  -26604.564   -66229.183    -4122.922
  -22151.397    19418.015    65141.096
   66615.882    14558.200   -21482.298
  -29316.957    34403.891    55389.479
   45668.077   -16445.647   -52488.794
   41525.051    33955.263    47263.265
   17703.344    63167.956   -28416.668
    9997.829    47760.250    52250.435
   37869.963      109.968   -60637.941
   22993.252   -34070.300   -58494.710
  -29055.091    38710.905    52615.336
   -8550.868   -32205.291   -63251.940
    1159.917    20668.403    68429.363
  -62801.746   -13905.706   -31203.816
  -29864.365   -64901.640    -2646.291
  -31728.712    44506.355    46082.310
   52122.446   -45270.150   -18573.371
  -59174.135    13300.277   -37850.104
  -60835.800     8901.205    36481.228
  -60718.117   -25518.100    27807.245
  -65360.633    -5682.599    28404.257
  -18998.281    68640.496    -6217.211
  -40192.007    53019.510   -26165.631
   44692.051     8151.333   -55202.195
   47690.731   -50870.015   -15777.891
   36701.003   -56896.598   -22954.730
  -10096.078    66578.353   -24010.377
  -69164.806    10486.177    14743.670
  -22898.846   -50062.401   -45612.552
    2198.369   -69792.046   -15340.909
   50671.247    34427.873    36854.476
    6539.975   -38920.556   -59611.451
      90.184    46870.877    53983.505
   19165.978   -65009.580   -22749.194
   11825.839    30442.587   -63596.419
   42521.317   -12506.578    56094.823
  -15020.217   -36870.573    59380.636
  -55851.202    -1088.321   -44615.746
  -27388.743   -27298.103    60131.326
  -33208.478   -63296.451     1364.692
   34976.157    51066.087   -35777.496
  -43076.216    46661.557    32836.637
  -60244.098    31358.628   -22324.675
  -19085.140    51802.216   -45424.596
  -65073.115   -29348.388     3907.408
  -43538.830    47342.402    31211.749
  -37769.239    50122.056   -34239.891
   67932.832    15008.791    16461.245
  -45844.571    54419.907    -6917.736
   -2871.633    54734.954   -45901.467
   28565.334    33528.781    56311.177
    2753.942    66559.729   -25948.493
  -42953.065    43268.143   -37336.417
  -23720.781     9974.897   -66700.315
   32276.285    56506.947   -29602.575
   70429.940    -7316.233    -9859.124
  -10613.192    15296.758    69025.180
   44017.309    11900.390   -55063.266
   64540.078    21340.239   -22142.234
  -31255.531   -29233.377   -57267.857
  -19562.269   -58018.826   -36908.530
   22533.087   -20669.756    64622.962
   22549.640    52354.996   -43145.964
  -20308.843   -15253.343    66828.082
  -37637.541   -22881.212   -56311.382
   22010.920    64641.357   -21168.855
  -17999.661   -63317.492    27892.894
   22115.291   -64274.163   -22155.178
  -63940.400   -30963.409     7999.913
   46090.336   -15137.822   -52513.173
   29496.713   -65105.645    -1518.196
    5589.577    25881.367   -66407.963
    1849.385   -65784.438    27930.154
     769.414    56024.121    44405.089
   52336.857    45564.899    17198.821
  -22190.658   -67878.691     3341.267
   34051.238    14353.651   -61201.242
   36926.357   -55124.494    26624.058
  -34219.779    10654.453   -61859.481
  -17464.009   -20153.514    66332.122
   43824.541     -158.098   -56484.429
   33675.265    44138.621   -45042.921
    2507.384    69382.548   -17055.237
   -6469.198   -70867.894    -6855.447
   45625.739    37293.931    40479.139
   22485.529   -66933.117    11201.109
   39370.718    14597.714    57861.553
  -28250.736    44187.554    48584.587
   29405.214    62425.442    18695.017
   37381.094   -22956.222   -56451.499
   19873.615   -58558.409   -35875.593
  -34728.217    29358.217   -55164.773
    -847.803   -11668.430   -70528.257
   21082.807   -68017.586    -6342.655
   64998.502   -29625.504     2937.750
   25420.809    59820.866   -29771.674
   23286.045    66129.537   -13991.087
   -3477.757   -50898.561   -50083.408
  -32726.615   -58562.307    24708.923
   69783.573    10518.559   -11433.238
   38042.178   -32875.656   -50824.109
  -34861.139   -32814.313    53094.519
   -4255.503    17256.294    69247.506
   69331.145     8942.747   -14977.506
  -31411.766   -19107.481   -61313.222
  -68622.086   -12319.170   -15822.559
   63054.448    32643.422    -8345.635
   22034.182    68010.280     -450.192
  -42781.810    37142.332   -43603.555
  -43813.154    51639.462    22910.250
   -2423.847    55167.690   -45406.574
  -64431.077     8111.062   -29899.049
   69250.745   -15037.548     9450.533
   48322.969   -46579.444   -24624.219
   34852.112    51234.902   -35656.994
  -25121.641    57235.295    34700.579
   49542.244    41935.451   -29968.152
   -6966.638   -71151.354      238.521
  -17921.244    67657.359   -14574.526
   44537.333    39752.500    39335.363
   -6387.057   -47785.366   -52790.817
   21006.462   -47157.914   -49456.706
   46007.389   -53599.196   -11025.082
  -43404.063    39362.737    40960.571
  -36691.156   -56990.406   -22736.727
   60491.769   -36873.862    -9600.534
   69773.500    15575.376      415.176
   38242.995    41629.990    43766.692
   54513.574   -45683.975     7235.376
  -54912.387    10036.338    44665.510
   28958.152   -32666.968    56616.258
  -54038.778    45981.234    -8754.576
   70502.407   -11814.030      972.294
   50443.844   -48597.503    14311.094
  -57526.692    26264.570   -33346.036
   -9810.461   -29365.281   -64440.214
  -36475.579    60960.492     8028.486
   67420.044    -6941.519   -22747.725
   50430.329   -26564.510   -43153.387
   27761.392     -839.047   -65876.454
   18162.563    49043.030    48744.318
   21464.426    14371.929   -66662.074
   49358.559    23747.930    45944.255
  -46848.404   -41277.941    34820.464
  -13908.994   -69983.991    -4459.473
   45681.456    39923.059   -37821.423
   20849.000    31574.147    60658.870
  -37892.451   -32849.508    50952.704
  -32631.331    43863.389   -46068.486
    9035.054   -67146.236    22822.287
  -48691.493    23882.009   -46582.124
   20790.022    11986.784    67343.879
   62855.776   -32652.748     9698.226
   -1201.435   -70941.363     8774.144
  -39300.607   -17843.843    56992.681
   50836.879   -49763.057     7096.197
   42440.797    41007.397   -40351.930
    2021.352   -26907.519    66204.272
    9881.983   -45036.827    54636.404
  -30504.358    32703.310    55777.089
  -25923.091    11914.764   -65552.557
   29145.079    24378.749   -60558.625
   -3429.202   -69347.112    17038.919
   20633.430    63860.268   -24642.115
   -9395.243     8604.018   -70347.753
  -67442.147     7839.388   -22387.649
      65.283    24617.488    67119.901
  -65156.764     4042.843    29143.739
   17247.168   -67960.557   -13964.380
   55049.089   -42290.168   -17095.193
  -23154.898     9609.004    66952.400
   34736.329   -26533.671   -56572.589
  -27924.485   -31521.657    57772.955
   28341.895    38321.341    53285.250
   -5093.581    70453.772    11019.413
  -67780.219     1067.418    22711.419
   45874.212    33827.354    43155.218
     579.210    21388.909   -68214.992
   56165.580     7261.165   -43632.661
   56101.161   -27044.491   -35105.005
   28579.934   -31247.104    57601.319
   57899.575    41861.216    -2526.626
  -37614.623    59953.675   -10089.751
  -43881.325   -56192.958    -5280.798
  -53882.188   -22690.397   -41145.617
  -57898.467   -18282.720   -37744.082
  -50364.086    32244.756   -39177.042
    5896.192    56620.037    43249.421
  -10459.180   -66157.258   -24998.576
  -56963.540   -13826.152   -40927.969
    8069.921    11367.914    70119.562
   -7379.067   -67974.722   -20882.830
   17870.259    69133.383    -3512.155
  -16421.659    69534.628     2524.017
  -27487.702    40524.472   -52089.341
   54713.319   -44747.159   -10735.485
  -38228.171    46406.157    38680.506
   -5707.537    61049.305   -36762.922
    9759.067    69106.731    15496.011
  -33528.286    15548.065    61198.184
   -5482.924      630.593    71278.650
   -7877.541   -70596.134    -8076.898
   61095.858   -36610.493     6170.414
  -15149.392    29240.939   -63455.256
   40805.512    56154.798    17107.158
  -64615.445   -24400.135   -18454.910
   10580.221    70588.143    -4059.444
    4910.593    25240.951    66707.470
   59886.061   -37965.958     9129.719
     445.646    70420.062    12325.680
  -14739.195   -17102.517    67833.370
  -50881.049   -36154.709    34857.738
  -24657.382   -42696.056    51770.323
  -16134.243   -53820.015    44206.315
    6310.841      333.710   -71212.134
   -4698.339   -27076.971   -65999.010
   47115.788    44615.728    30010.755
  -68443.309    20572.965     1836.470
   20370.499   -48077.336   -48833.580
   42391.148    35850.091   -45042.953
    8201.357    30930.884    63930.621
   -6687.666   -56163.326   -43727.131
  -55310.585    37880.852    24837.195
  -69315.287   -12282.777    12475.196
   11071.753    70001.738    -9395.690
   68763.933   -14582.147    13037.969
  -35604.217    30062.358   -54219.004
  -16769.685     1249.956    69486.123
  -51347.994   -22690.843    44267.542
  -68933.284    18822.154     2243.873
  -23883.730     3243.381    67306.419
   55329.972    45272.489     -319.372
   47107.507    17661.136    50794.420
   27091.726    65335.906    10409.794
   55919.509   -44038.978     6684.533
  -58455.024   -38468.277    14639.258
  -18548.260   -11082.961   -68148.632
  -63102.684     6029.735    33057.520
   46820.479    38680.324   -37719.773
   60430.840     8977.484    37129.832
   42791.714    31840.125   -47604.430
   66747.156    23616.340     9909.171
    5022.549   -71263.291    -2724.583
  -63088.918    13975.602   -30587.205
   -4811.757    28741.977   -65282.860
  -50134.738   -22018.178   -45965.356
   -7411.754    46383.794    53895.414
   46111.870    -2342.739    54583.084
  -10133.941    42418.596   -56648.672
   46601.920   -50560.914    19569.394
   -5769.525    -9227.467   -70658.846
   45420.960   -55198.919    -1059.177
   35138.521    43696.017    44351.420
   45704.044    54107.718     9726.321
   19046.287    47528.448   -49893.803
   42556.929   -31583.408    47984.396
   56446.542    18041.539    39992.460
   15408.108     9636.522   -69143.573
  -43607.555   -50143.272   -26365.498
   52981.173    43995.620   -19196.011
  -55470.591   -42334.255   -15554.115
   32283.772   -56258.335    30064.330
   24128.568    63385.019    22611.007
   29948.029   -17240.574    62585.815
   43257.709    38987.364    41471.221
   56226.574   -15977.444    41163.087
  -61901.334   -33261.846   -13152.206
  -22773.183    67711.143     2772.973
   -2070.835   -67642.041   -23051.507
  -41473.320   -56265.611   -15008.361
  -30879.820   -39074.711    51290.445
   39928.737   -48325.766   -34371.825
    6983.459   -33924.461   -62541.733
   34058.652    48276.087   -40255.854
  -23808.818   -65291.340   -16771.618
   19048.144   -61219.288   -31630.254
   37132.547    56896.223   -22250.839
   60376.730   -29082.652   -24898.913
   27602.103    43843.528    49264.338
  -47053.897    13770.326    52032.826
  -54905.072   -44876.995     9088.147
   66252.385    -5547.478    26285.985
   34214.013    21801.441   -58865.988
  -35100.408   -55043.403   -29142.602
  -28511.945    58023.621   -30519.411
    4123.033   -58582.661   -40769.824
  -60627.344   -21930.461    30894.759
   48112.176   -45828.272   -26383.594
   45645.500   -34857.593   -42573.966
   28097.123   -57626.295    31636.496
   48713.387    32563.620   -40960.012
   63155.795    10959.212   -31659.870
   44487.987    55333.887     8371.741
     -21.201    70271.127   -13155.770
  -63787.804    30099.507    11672.267
   47476.579   -25910.470    46751.771
   61626.005    25340.427    25907.612
  -60857.178   -34683.234    14303.261
   16308.297   -43578.201    54277.859
   58443.568   -20924.598   -35462.891
   63645.163    27787.056   -16978.776
  -19848.991    58124.085    36588.446
   39342.661   -35668.020   -47864.950
   20662.490   -66880.923    14529.618
  -33825.944    29228.314    55790.835
  -20001.711     1688.592   -68616.225
   13641.747    67003.165    20870.665
   32593.736      155.051    63629.635
   43219.303    11097.126    55857.423
  -54399.759     -613.600    46383.141
   -3768.589    -5746.645   -71160.943
   55155.945   -28743.209    35252.740
   -5409.003    16140.860    69435.736
  -42721.599   -27684.808   -50194.845
   -2135.305    34291.616    62694.749
   24041.441    65577.604    15254.279
  -28663.606    31634.472   -57347.746
  -38343.425    59596.071     9444.367
   71095.719    -7442.294     1056.892
   56059.384   -38722.869   -21656.198
   31128.159   -46052.397    44959.098
   15447.397    -3181.161    69730.655
  -28570.256    13822.441   -64060.804
   11313.800    66227.194   -24434.867
  -30296.455    -6207.255    64456.969
   -1272.580    70263.727   -13133.746
   15389.250    13227.970    68551.425
   11246.056    11791.552    69610.284
  -41710.880   -56352.457    13989.609
   66128.088   -19976.160   -18415.621
  -44238.983    -4181.170   -56004.788
  -36299.404   -56119.918   -25377.433
   29238.896     7841.646    64766.516
   -6814.655   -48911.779   -51694.336
  -19037.929   -47884.828    49555.087
   10024.712    70273.308    -8501.376
  -58650.703    20607.035    35306.532
  -68093.769    -5209.090   -21147.342
   43610.241    56510.643     3974.947
   -1297.793   -62822.292   -34099.581
    7381.034   -53213.808    47169.026
   64999.108    10300.116   -27930.800
  -11925.720    69801.305     9831.639
   25969.959    43684.986    50282.097
   -8908.631   -70833.855    -3782.499
   -7551.128   -55249.054    44739.564
  -15298.454   -66558.333    21143.595
   19644.787     1205.397   -68729.437
   41986.287    50111.366   -28932.832
  -35856.794   -32100.744   -52867.179
   38525.481    60176.393     2386.441
  -57925.319    12370.477    40034.171
   -3510.374   -71277.967    -4270.221
  -10111.312    48214.147    51809.878
  -29574.918    15083.248    63316.080
   49556.662   -44994.192    25115.055
   -9047.756    64823.281   -28760.849
  -49073.227    -3957.727    51838.797
    9566.011    40585.526    58072.477
  -47053.133    53671.819     4055.202
   -8367.991   -60306.032    37473.528
  -19029.205   -58754.195    36013.052
  -67683.914    21409.368    -8463.621
  -54185.516   -22333.796    40941.879
  -53630.094    19264.958   -43171.524
   40223.127    50319.023   -31003.258
   45645.228   -25889.014   -48552.839
   -6212.780   -36493.388    61161.590
     645.702   -45854.303    54845.894
  -52892.480   -47297.632    -8742.175
  -17847.895    45392.942   -52268.916
   -6491.622    70702.982     8369.785
  -69385.032     4291.265    16685.576
  -39064.875   -20445.843   -56276.186
   62088.298     7333.321    34675.232
   38271.225    60346.235     2179.753
   39884.702    54812.492    22713.594
  -10079.542   -67834.321    20199.351
   61271.704     -168.172   -36835.527
  -18127.702    53493.744   -43828.208
   32084.290   -23779.431   -59297.918
   16600.189   -57094.645    39695.609
    1135.341    71421.918     2954.090
  -41762.117   -57651.821     6580.213
  -69162.255   -18062.527    -1197.370
   15168.266    -6095.743    69597.929
   42805.597   -55964.554   -12114.274
   48111.812    46482.697    25213.460
   40218.848   -58192.971   -10350.287
  -63099.984    32685.851     7818.777
   -8462.055   -41210.503    57803.063
   30144.343   -22935.467    60633.234
  -65540.709    -7813.636   -27467.592
   32384.408    57613.611    27258.540
  -33931.117   -50306.687   -37802.415
    8362.253   -55642.244    44103.509
   24412.187   -66963.855     5567.167
   34888.460    59602.958   -18476.711
   14216.409   -35239.097   -60557.459
   67381.229    10452.963    21485.148
  -51900.216    -2271.890   -49115.295
   10028.977    28425.873    64826.657
  -41900.483    -4388.697   -57759.804
   -5401.310   -66144.233   -26587.071
    -173.410    20303.417   -68548.138
   12471.726   -70030.125     7165.449
   31661.502    42989.291   -47545.517
  -31435.792    58851.315    25679.171
  -57014.672   -23490.320    36175.104
   16779.653    61984.151    31424.741
   53125.130   -25102.594   -40726.974
    3909.546   -67255.113    23928.463
   29162.610     3453.523   -65182.217
  -70063.497   -13993.911     2526.448
  -51873.906    31128.024    38095.276
  -65213.551    21397.719   -20010.907
   44139.010    12399.575   -54855.304
   -7965.325    55748.617    44042.609
  -20964.445   -68347.143     -515.895
  -60323.642    38095.185     4573.962
  -13715.126    66110.617   -23502.931
   27152.158   -11800.704    65073.879
   61710.816   -12735.852    33773.944
   60328.854    -9942.274   -37049.786
  -68345.558    15940.779    13633.865
    6552.994   -69689.546   -14544.121
  -41851.442    19222.478   -54681.434
   59346.778    38011.727    12007.276
   42734.085   -51179.046   -25799.405
   57765.588   -39167.696   -15496.274
   53292.973    47389.252     5022.344
  -39830.119   -41877.171    42082.896
   17949.653   -68556.493     9429.916
  -70909.863    -6366.404     6508.938
   32074.667     -231.468    63892.631
  -31284.913    25648.479    58945.023
  -33554.026    59123.184    22128.771
   56457.993   -14738.628   -41308.280
   71064.264     4866.402    -6106.929
  -28078.358   -15095.281    63990.971
    1874.309   -60479.518    38076.514
   27245.929    -4198.756   -65963.140
   51232.549   -26261.436    42387.132
  -23373.871    55750.853    38165.569
  -40846.872     6514.844   -58311.199
   60105.339    19054.805   -33695.232
   62892.171     7211.897    33221.521
   10803.269    69040.941   -15091.187
  -23198.538    29299.013    60946.712
  -26977.202   -38379.771    53947.473
  -34360.480    -5113.393    62484.532
   17812.762   -68145.381   -12248.208
   36817.786     7611.358    60808.091
    9049.267    67824.132   -20714.825
   -2374.355   -64687.983    30346.883
   56227.215   -24737.813    36573.857
   37526.001   -54412.418   -27243.239
   67876.023     1569.975   -22393.900
   24134.203   -37571.240    55830.532
   14301.044    59025.651    37716.822
  -29555.340   -35367.816   -54650.760
  -39065.833    26041.558    53914.785
   31310.140      585.184   -64268.490
  -27843.680    65677.757    -4718.882
  -43593.313    56621.988    -2163.233
  -14500.301   -12773.494   -68830.845
  -12786.325   -68610.399    15499.327
  -48355.758    -4531.656   -52462.280
   16530.423   -69207.517     6940.517
  -13717.042    32465.156    62200.984
   -7041.011    34352.570   -62301.133
    9617.922   -54350.768   -45437.822
   -2213.062    60615.756   -37840.964
   60652.746   -37841.209     -627.226
    -392.199   -71333.131    -4747.282
  -29977.591   -64310.168     8755.135
   37073.762   -57748.667    20043.296
  -35922.319   -42080.464    45276.127
   59517.462     7938.702    38804.057
   24621.493   -14938.094   -65435.017
   16428.478    12709.157   -68408.249
   23202.265   -67575.573     2510.568
  -17928.230    62983.736    28683.333
      -8.866    22662.858   -67804.874
  -20205.984   -68434.710     4417.547
  -60598.472    37235.633     7241.470
   18233.004   -51681.215   -45909.865
   59693.170   -39273.038     2336.655
   34682.217    22094.104   -58481.625
   60145.376    10894.199   -37080.402
   60495.694    -4753.214    37799.260
  -13532.483   -68470.575   -15484.133
  -70380.388    -7969.829    -9705.095
  -29962.914    58339.099   -28458.379
  -69186.335     1642.893   -17934.828
   22661.982   -38213.516    56011.319
  -25061.719    37721.762   -55318.034
   38746.374    33231.455    50054.919
  -51702.983    48753.034    -7813.400
  -44630.370    -4154.886    55695.359
   31836.207   -56051.556    30915.775
   63164.951   -32809.244     6696.902
   -3908.443   -27507.484    65872.365
   19379.860   -20798.390    65596.906
  -54997.936   -33879.973    30634.628
  -65988.535   -22936.736   -15183.067
   30467.405    60056.946   -24000.135
   37877.638   -31396.859    51871.262
  -55183.266   -19965.200   -40832.634
  -13037.872   -68015.867    17747.162
  -59588.367   -27900.973    27961.908
  -70593.975   -10908.019     2934.589
   44975.035   -55317.950    -5317.582
  -37173.627   -29684.168    53367.384
   68771.437    19155.163    -3830.824
  -32248.114   -63788.243     1491.743
    -177.418    39881.888    59333.882
    -299.496    59387.957   -39800.589
  -58911.916   -21555.867   -34290.478
  -48342.836    19869.945   -48777.675
  -12431.034   -52867.283    46493.288
   43230.835    25857.023   -50730.812
  -19332.630   -65107.263   -22324.870
  -22898.111    49349.062   -46383.754
  -41974.393   -53608.657    21802.942
  -56488.892    22890.485   -37364.915
  -55557.735    -6302.538    44550.221
   -6041.301    16414.379    69319.383
  -59108.089    39858.003    -5355.321
    9140.634    -8312.732    70416.286
  -42931.012   -39650.697    41180.778
   61061.310   -36294.268     8083.853
  -35153.455    33317.782   -52585.797
   52108.196   -20180.162    44593.756
  -42966.798   -44572.265   -35752.951
  -23359.835    41668.836   -53189.588
   -3080.988    70691.370    10214.877
  -54909.985   -14185.486   -43528.974
  -69272.764     5148.387    16908.117
  -62977.886    -7920.607   -32896.139
   63694.844    14675.822   -28960.200
  -45648.512    51875.861   -18336.153
  -49990.945   -50734.970    -6162.326
   25803.302    52117.603    41581.861
   61001.325    34671.458   -13705.269
  -52370.076   -21986.478    43417.462
  -27581.005    56877.683   -33396.458
    9131.204    64006.395    30510.794
  -16620.330   -40665.822    56401.787
   16609.956    -7498.475    69130.227
  -59955.915    37785.864    -9413.967
  -14858.573   -13824.442   -68550.811
   14127.593    -8896.551    69515.240
  -60495.129    17355.767    33914.935
  -15031.402    19720.686    67054.139
   36971.631    35956.853   -49510.699
  -32327.893   -58651.406    25020.512
   67816.320   -21921.727    -5611.652
   40707.356    25474.097    52963.078
